UF,ESTADO,CARGO,SQ_CANDIDATO,NR_CANDIDATO,NM_URNA_CANDIDATO,DETALHE_SITUACAO_CAND,NR_PARTIDO,SG_PARTIDO,GENERO,COR_RACA,REELEICAO
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723378,27111,BARROZO MORAIS,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619703,22611,LUCIENE ÍNDIA,DEFERIDO,22,PL,FEMININO,INDÍGENA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595467,1013,DRA APARECIDA,RENÚNCIA,10,REPUBLICANOS,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618840,1270,MAJOR TOCA,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718649,36700,ANDREZA SANTOS,DEFERIDO,36,AGIR,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722255,35180,BETÂNIA LINDOLFO,DEFERIDO,35,PMB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723376,27232,ROBERVAL DE JESUS,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001715431,2022,AMARO JÚNIOR,DEFERIDO,20,PSC,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718026,3388,CLAUDIA CORREIA,DEFERIDO,33,PMN,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609284,44111,SOCORRO PIMENTEL ,DEFERIDO,44,UNIÃO,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722265,35123,ERNESTO JUNIOR,DEFERIDO,35,PMB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609308,44193,CORONEL OSTHERVALD,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609072,2212,ANELIDIA,DEFERIDO,22,PL,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717071,28000,MANÉTIKIN,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618744,11311,ADEMAR DE BARROS,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618409,18100,DANIEL DO SALVE,DEFERIDO,18,REDE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718655,36555,MAJOR MARIANO,DEFERIDO,36,AGIR,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618395,50000,DANI PORTELA,DEFERIDO,50,PSOL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718779,3609,CICERO IRAN,DEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001604070,16160,KATIANY ,DEFERIDO,16,PSTU,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595469,1050,COMISSARIA PATRICIA,DEFERIDO,10,REPUBLICANOS,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609024,1303,GILBERTO DE DORA,DEFERIDO,13,PT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001604095,4550,BRUNO PINHO ALVES,DEFERIDO,45,PSDB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722260,35420,RODRIGUES PEDREIRO,DEFERIDO,35,PMB,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609039,1311,PATRICK CAMPOS,DEFERIDO,13,PT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618845,1277,WILL CONECTADO COM VOCÊ,DEFERIDO,12,PDT,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634991,2833,ANANIAS,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609658,5120,ANA LÉA,DEFERIDO,51,PATRIOTA,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718140,33100,PAMELA MENDES,INDEFERIDO,33,PMN,FEMININO,INDÍGENA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613438,70777,NADELSON LEITE,RENÚNCIA,70,AVANTE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718660,36721,PROFESSORA KEYLA CUNHA,DEFERIDO,36,AGIR,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613423,70077,SIMONE DE PAULA,DEFERIDO,70,AVANTE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723350,2711,IRMÃO DA KOMBI,DEFERIDO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609025,4333,CLODOALDO MAGALHÃES,DEFERIDO,43,PV,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613267,1599,ANA DA ÓTICA,DEFERIDO,15,MDB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613265,1565,JÚNIOR DE CLETO,DEFERIDO,15,MDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618737,11444,KAIO MANIÇOBA,DEFERIDO,11,PP,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620385,40500,ISALTINO NASCIMENTO,DEFERIDO,40,PSB,MASCULINO,PARDA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718774,3688,CRISTIANE,INDEFERIDO,36,AGIR,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718020,3332,ANDRE NASCIMENTO,DEFERIDO,33,PMN,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723355,2727,ADILSON BATISTA,DEFERIDO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001739177,12700,CEÇA RIBEIRO,PENDENTE DE JULGAMENTO,12,PDT,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618850,1244,PEDRO DO PIPA,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618403,50100,IVAN MORAES,DEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001724254,50888,JARIBE CARNEIRO,INDEFERIDO,50,PSOL,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602567,1955,VÂNIA DE OIM,DEFERIDO,19,PODE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595443,10610,MARIO RICARDO,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610718,77710,RAMOS JÚNIOR DE GAMELEIRA,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613429,70800,CASSIO VICTOR,DEFERIDO,70,AVANTE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001596602,3030,GEORGE BASTOS,DEFERIDO,30,NOVO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001596603,3066,JONATHAN COSTA,DEFERIDO,30,NOVO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595425,10232,ELDA ALBERI DOS CAMINHONEIROS,DEFERIDO,10,REPUBLICANOS,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718663,36037,RENNAN NASCIMENTO,INDEFERIDO COM RECURSO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618733,11999,DODUEL VARELA ,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723359,2780,VASCONCELOS,DEFERIDO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610574,7713,MARIA ARRAES,DEFERIDO,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605492,23555,ALLAN CARNEIRO,DEFERIDO,23,CIDADANIA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595435,10101,BRUNA PAES BARRETO,DEFERIDO,10,REPUBLICANOS,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723349,2725,ANTONIA ENFERMEIRA,DEFERIDO,27,DC,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613434,70700,JOSE OLIVEIRA,DEFERIDO,70,AVANTE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,2º SUPLENTE,170001717468,290,SÉRGIO PAULINO,INDEFERIDO COM RECURSO,29,PCO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609262,44456,SERGINHO ,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718772,3670,DR GAMALIEL,DEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610397,7033,CANTOR ABEL PORTO,DEFERIDO,70,AVANTE,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618762,11432,IRMÃ ROSE,DEFERIDO,11,PP,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634999,2850,ANA PAULA,DEFERIDO,28,PRTB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609875,51234,JOAMY ALVES,DEFERIDO,51,PATRIOTA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618729,11123,DEMAS NEVES,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609871,51477,EDUARDO CAMPELO,DEFERIDO,51,PATRIOTA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609928,5511,GLEICE MAGA,DEFERIDO,55,PSD,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619719,22456,NENA CABRAL,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595445,10888,PROFESSOR BIRA,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718664,36085,SUELEN CAMILA,DEFERIDO,36,AGIR,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619590,1811,NEIDE FREITAS,DEFERIDO,18,REDE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610411,7070,WALDEMAR OLIVEIRA,DEFERIDO,70,AVANTE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610734,77110,SEBASTIÃO DAS CAROLINAS,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619708,22112,GRACIVAN ALMEIDA,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609027,4313,JOSÉ MARTINS,INDEFERIDO,43,PV,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609643,5123,PAULETE DO SAMBA,DEFERIDO,51,PATRIOTA,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001604097,2323,DANIEL COELHO,DEFERIDO,23,CIDADANIA,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595470,1003,RAFAEL NUNES,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618940,12012,MARCELO BARROS,DEFERIDO,12,PDT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602577,1907,LUANA CAROANE,DEFERIDO,19,PODE,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602561,1900,BRUNNA BEZERRA,DEFERIDO,19,PODE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609878,51777,LUCIANA PATRIOTA,DEFERIDO,51,PATRIOTA,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619890,4002,FABIOLA MACIEL,DEFERIDO,40,PSB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595422,10333,CASSIA COELHO,DEFERIDO,10,REPUBLICANOS,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605493,45444,JAYME ASFORA,RENÚNCIA,45,PSDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723358,2733,DOUTOR DOMICIO LUZ,DEFERIDO,27,DC,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595456,1099,CONSELHEIRO CICERO DA ONG,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,GOVERNADOR,170001604087,45,RAQUEL LYRA,DEFERIDO,45,PSDB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618752,11222,PASTOR JUNIOR TERCIO,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,1º SUPLENTE,170001608746,456,FRED LOYO,DEFERIDO,45,PSDB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618728,11611,PASTOR CLEITON COLLINS,DEFERIDO,11,PP,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001715192,14888,FRANCISCO DE ASSIS,INDEFERIDO COM RECURSO,14,PTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609066,2232,FABIANNO OLIVEIRA,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609866,51885,CELINA SILVESTRE,DEFERIDO,51,PATRIOTA,FEMININO,BRANCA,N
PE,PERNAMBUCO,SENADOR,170001601200,160,DAYSE MEDEIROS,DEFERIDO,16,PSTU,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595448,10513,BIL OLIVEIRA,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609044,6513,RENILDO CALHEIROS,DEFERIDO,65,PC do B,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609081,2288,ANA PAULA PAULINO,DEFERIDO,22,PL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609085,2244,EVANDRO ALENCAR,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619602,1800,JU SOARES,DEFERIDO,18,REDE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595439,10300,HUMBERTO MARRETA,INDEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609637,5155,NINHA DO MALAQUIAS,DEFERIDO,51,PATRIOTA,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610414,7080,GILMAR GAROTO,DEFERIDO,70,AVANTE,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718139,33456,JULIANA POPULAR,DEFERIDO,33,PMN,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001717460,2901,VERA ARAÚJO,INDEFERIDO COM RECURSO,29,PCO,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608972,43333,GILMAR JUNIOR,DEFERIDO,43,PV,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619700,22011,LAZINHO TORITAMA,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595447,10554,SAMURAY,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618943,12777,NIVALDO CAVALCANTI,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609874,51024,APARECIDA SILVA,DEFERIDO,51,PATRIOTA,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609123,4477,FREDERICO FRANÇA,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718647,36666,GLAUCIA NUNES,DEFERIDO,36,AGIR,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610717,77787,MANGA,RENÚNCIA,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609281,44999,PATRÍCIA HENRY,DEFERIDO,44,UNIÃO,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723379,27300,PB JOBSON NASCIMENTO,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609120,4420,REGINA LAPA,DEFERIDO,44,UNIÃO,FEMININO,BRANCA,N
PE,PERNAMBUCO,2º SUPLENTE,170001613413,500,EDILMA SIQUEIRA,RENÚNCIA,50,PSOL,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618851,1246,ROBSON LOBAO,DEFERIDO,12,PDT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,VICE-GOVERNADOR,170001610443,77,SEBASTIÃO OLIVEIRA,DEFERIDO,70,AVANTE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001732342,4530,INGRID BRAZ,DEFERIDO,45,PSDB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618412,18555,JHONATA CAIO,DEFERIDO,18,REDE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618408,50050,SAL,DEFERIDO,50,PSOL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619726,22567,SARGENTO MOURA,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608960,13100,ROSA AMORIM,DEFERIDO,13,PT,FEMININO,PRETA,N
PE,PERNAMBUCO,SENADOR,170001717122,281,CANTOR ESTEVES JACINTO,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001738824,44244,MIRANDA QUARTETO DA ESPERANÇA,PENDENTE DE JULGAMENTO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609298,44149,PAULO MACIEL,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609114,4456,DILSON OLIVEIRA,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608965,13000,SUZI RODRIGUES,DEFERIDO,13,PT,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718771,3699,NILSON JOSÉ,DEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618852,1232,PROFESSORA RITA,DEFERIDO,12,PDT,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723516,90123,LUPÉRCIA SOUZA,INDEFERIDO COM RECURSO,90,PROS,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620399,40413,JOSÉ PATRIOTA,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001604104,4512,SOLANGE CARVALHO,RENÚNCIA,45,PSDB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609879,51055,JANE DE MEU JOVEM,DEFERIDO,51,PATRIOTA,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718014,3310,CARLOS SOARES,DEFERIDO,33,PMN,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634998,2822,SEU VITOR,DEFERIDO,28,PRTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602575,1940,JULIANA CHAVES,DEFERIDO,19,PODE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609650,5132,LAELSON COSTA,DEFERIDO,51,PATRIOTA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610739,77055,JÚLIO LÓSSIO FILHO,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610746,77045,DANY MONTEIRO,DEFERIDO,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605467,23023,LEO SALAZAR,DEFERIDO,23,CIDADANIA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610400,7010,JÚNIOR GÁS,DEFERIDO,70,AVANTE,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717290,29004,DORGIVAL SALES,INDEFERIDO COM RECURSO,29,PCO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618725,11124,VEVÉ,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001724241,5051,GOMES JUNTOS PELA ENFERMAGEM,DEFERIDO,50,PSOL,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620393,40654,FRANCISMAR,DEFERIDO,40,PSB,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595423,10003,DARIO PESSOA,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609285,44000,ANTONIO COELHO,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001635001,2838,EDGAR OLIVEIRA,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,VICE-GOVERNADOR,170001728608,45,PRISCILA KRAUSE,DEFERIDO,23,CIDADANIA,FEMININO,BRANCA,N
PE,PERNAMBUCO,GOVERNADOR,170001601203,16,CLAUDIA RIBEIRO,DEFERIDO,16,PSTU,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001724243,5010,MARIOZINHO RIBEIRO,DEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619594,5025,ENFERMEIRO JHON,DEFERIDO,50,PSOL,MASCULINO,PRETA,N
PE,PERNAMBUCO,2º SUPLENTE,170001608747,456,ANTONIO DIAS,RENÚNCIA,45,PSDB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618854,1214,CAMINHONEIRO CRISTIANO MATIAS,DEFERIDO,12,PDT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619699,22999,LU FRAGOSO,DEFERIDO,22,PL,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619593,5006,RAPHA CARVALHO,DEFERIDO,50,PSOL,FEMININO,PRETA,N
PE,PERNAMBUCO,GOVERNADOR,170001715331,50,JOÃO ARNALDO,DEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609652,5117,JANIO TRATADOR,DEFERIDO,51,PATRIOTA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602576,1920,KENNYO MIGUEL,DEFERIDO,19,PODE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613277,1515,RAUL HENRY,DEFERIDO,15,MDB,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609289,44180,OTACILIO LINS,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723375,27222,JORGE VIANA,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613432,70999,CENIRA DA SAÚDE,RENÚNCIA,70,AVANTE,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595472,1090,SGT LINS,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001620149,1444,LARISSA COELHO,INDEFERIDO COM RECURSO,14,PTB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610721,77444,VALDEMIR OLIVEIRA,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634978,2877,ALBA REGINA,DEFERIDO,28,PRTB,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619013,18444,NETO LULA APOLINÁRIO,RENÚNCIA,18,REDE,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618621,1145,MAGDA ALVES,DEFERIDO,11,PP,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619588,5005,MICHELLE SANTOS,DEFERIDO,50,PSOL,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718640,36123,CIDA DE BOM JARDIM,DEFERIDO,36,AGIR,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619689,22777,CARLOS ANDREY DE SOUZA FERREIR,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610729,77775,NEGUINHO DE ISRAEL,INDEFERIDO COM RECURSO,77,SOLIDARIEDADE,MASCULINO,PRETA,N
